dataset;project;plot;year;fromdaynr;todaynr;meandaynr;E;N;elevation;biomass;biomass_adj;Canopy;Habitat;Tmean;Psum;Pmean;Tmean_anomaly_april_current;Psum_anomaly_april_current;Tmean_anomaly_april_prev;Psum_anomaly_april_prev;Tmean_anomaly_winter;Psum_anomaly_winter;Tmean_anomaly_meandaynr_prev;Psum_anomaly_meandaynr_prev;Warm_spell;Cold_spell;Wet_spell;Dry_spell;Warm_spell_april_current;Cold_spell_april_current;Wet_spell_april_current;Dry_spell_april_current;Warm_spell_april_prev;Cold_spell_april_prev;Wet_spell_april_prev;Dry_spell_april_prev;Warm_spell_winter;Cold_spell_winter;Wet_spell_winter;Dry_spell_winter;Warm_spell_meandaynr_prev;Cold_spell_meandaynr_prev;Wet_spell_meandaynr_prev;Dry_spell_meandaynr_prev;nHerbs;nTrees;Light;ellenTemperature;Arableland;Forest;Grassland;Water;fyear
training;Hallmann;RAH2;2012;181;194;187,5;6,480208;51,403085;31,76027298;34,6;34,6;0;;18,61916876;46,60000069;3,328571478;-1,666277741;14,38666688;3,008388822;-23,41333368;0,367207979;-14,39200021;-2,800548324;21,87666699;0;1;1;2;0;2;2;2;3,260456729;0,240340459;0,481213063;4,570263109;3;1;2;9;0,131276269;3,506338499;2,225730659;3,723640396;17;0;6,43;3,93;0,397930062;0,481023058;5,83E-11;7,62E-10;2012
training;Hallmann;RAH2;2012;195;208;201,5;6,480208;51,403085;31,76027298;30,4;30,4;0;;17,33488308;41,30000062;2,950000044;-1,666277741;14,38666688;3,008388822;-23,41333368;0,367207979;-14,39200021;-2,800548324;21,87666699;0;2;1;3;0;2;2;2;3,260456729;0,240340459;0,481213063;4,570263109;3;1;2;9;0,131276269;3,506338499;2,225730659;3,723640396;17;0;6,43;3,93;0,397930062;0,481023058;5,83E-11;7,62E-10;2012
training;Hallmann;RAH2;2012;209;222;215,5;6,480208;51,403085;31,76027298;32;32;0;;18,63274019;37,60000056;2,685714326;-1,666277741;14,38666688;3,008388822;-23,41333368;0,367207979;-14,39200021;-0,914827937;36,08333387;0;1;1;2;0;2;2;2;3,260456729;0,240340459;0,481213063;4,570263109;3;1;2;9;0,52868081;1,895933533;2,399738447;3,262134365;17;0;6,43;3,93;0,397930062;0,481023058;5,83E-11;7,62E-10;2012
training;Hallmann;RAH2;2012;223;236;229,5;6,480208;51,403085;31,76027298;32,7;32,7;0;;21,06702585;14,60000022;1,042857158;-1,666277741;14,38666688;3,008388822;-23,41333368;0,367207979;-14,39200021;-0,914827937;36,08333387;2;0;0;4;0;2;2;2;3,260456729;0,240340459;0,481213063;4,570263109;3;1;2;9;0,52868081;1,895933533;2,399738447;3,262134365;17;0;6,43;3,93;0,397930062;0,481023058;5,83E-11;7,62E-10;2012
training;Hallmann;RAH2;2012;237;250;243,5;6,480208;51,403085;31,76027298;20,9;20,9;0;;16,57845452;19,20000029;1,371428592;-1,666277741;14,38666688;3,008388822;-23,41333368;0,367207979;-14,39200021;-0,914827937;36,08333387;0;1;0;3;0;2;2;2;3,260456729;0,240340459;0,481213063;4,570263109;3;1;2;9;0,52868081;1,895933533;2,399738447;3,262134365;17;0;6,43;3,93;0,397930062;0,481023058;5,83E-11;7,62E-10;2012
training;Hallmann;RAH2;2012;251;265;258;6,480208;51,403085;31,76027298;12,6;12,6;0;;14,49264505;15,10000023;1,006666682;-1,666277741;14,38666688;3,008388822;-23,41333368;0,367207979;-14,39200021;1,129444419;-25,11000037;0;1;0;2;0;2;2;2;3,260456729;0,240340459;0,481213063;4,570263109;3;1;2;9;1,765660416;0,771064172;0,688489361;4,443473655;17;0;6,43;3,93;0,397930062;0,481023058;5,83E-11;7,62E-10;2012
training;Hallmann;URD1;2013;100;124;112;6,865028;51,137556;38,32123184;13,2;13,2;0;;12,22936606;13,6000002;0,544000008;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,431699968;24,45666703;1;1;0;5;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,584820348;2,704915242;2,41187123;2,736687928;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;125;132;128,5;6,865028;51,137556;38,32123184;17,1;17,1;0;;13,85651602;22,30000033;2,787500042;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,757290306;-24,01000036;0;0;1;1;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;2,247269544;1,540137024;0,818319913;5,690442774;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;133;141;137;6,865028;51,137556;38,32123184;19,9;19,9;0;;12,09332162;33,4000005;3,711111166;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,757290306;-24,01000036;0;2;2;1;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;2,247269544;1,540137024;0,818319913;5,690442774;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;142;149;145,5;6,865028;51,137556;38,32123184;16,7;16,7;0;;10,13526611;36,00000054;4,500000067;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,757290306;-24,01000036;0;3;2;1;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;2,247269544;1,540137024;0,818319913;5,690442774;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;150;159;154,5;6,865028;51,137556;38,32123184;16;16;0;;15,49276599;1,100000016;0,110000002;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,653111074;3,023333378;0;1;0;4;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,452508312;2,895941051;1,401031589;3,418761482;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;160;166;163;6,865028;51,137556;38,32123184;5,6;5,6;0;;16,46633739;9,600000143;1,371428592;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,653111074;3,023333378;0;1;0;4;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,452508312;2,895941051;1,401031589;3,418761482;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;167;182;174,5;6,865028;51,137556;38,32123184;25,7;25,7;0;;17,04776595;42,10000063;2,631250039;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,653111074;3,023333378;1;2;1;2;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,452508312;2,895941051;1,401031589;3,418761482;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;183;200;191,5;6,865028;51,137556;38,32123184;51,4;51,4;0;;19,42943257;19,10000028;1,061111127;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,481279537;43,64000065;0;0;0;4;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,548154686;2,432251088;2,532311043;3,282903451;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;201;207;204;6,865028;51,137556;38,32123184;14,3;14,3;0;;22,69633725;7,200000107;1,028571444;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,481279537;43,64000065;1;0;0;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,548154686;2,432251088;2,532311043;3,282903451;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;208;214;211;6,865028;51,137556;38,32123184;18,8;18,8;0;;22,86062297;7,700000115;1,100000016;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,481279537;43,64000065;1;0;0;2;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,548154686;2,432251088;2,532311043;3,282903451;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;215;222;218,5;6,865028;51,137556;38,32123184;18,9;18,9;0;;20,32151588;2,100000031;0,262500004;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,706322565;-44,37333399;0;0;0;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;1,950077427;1,119720988;0,406577528;5,172540238;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;223;229;226;6,865028;51,137556;38,32123184;29,2;29,2;0;;18,06062307;2,400000036;0,342857148;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,706322565;-44,37333399;0;1;0;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;1,950077427;1,119720988;0,406577528;5,172540238;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;230;236;233;6,865028;51,137556;38,32123184;9,8;9,8;0;;18,35633735;17,50000026;2,500000037;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,706322565;-44,37333399;0;1;0;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;1,950077427;1,119720988;0,406577528;5,172540238;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;237;243;240;6,865028;51,137556;38,32123184;9,7;9,7;0;;17,41633737;11,10000017;1,585714309;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,706322565;-44,37333399;0;0;0;2;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;1,950077427;1,119720988;0,406577528;5,172540238;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;244;248;246;6,865028;51,137556;38,32123184;8,4;8,4;0;;18,74176591;0;0;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-0,936655535;-21,22333365;1;0;0;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,597110015;2,17483797;0,76961025;4,183717171;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;249;257;253;6,865028;51,137556;38,32123184;4,9;4,9;0;;15,82332154;66,60000099;7,40000011;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-0,936655535;-21,22333365;0;1;3;0;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,597110015;2,17483797;0,76961025;4,183717171;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;258;271;264,5;6,865028;51,137556;38,32123184;1,7;1,7;0;;13,28133746;19,30000029;1,378571449;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-0,936655535;-21,22333365;0;1;0;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,597110015;2,17483797;0,76961025;4,183717171;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD1;2013;272;286;279;6,865028;51,137556;38,32123184;1,3;1,3;0;;11,67843274;25,40000038;1,693333359;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-0,528903214;9,343333473;0;2;1;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;1,40985557;1,992402156;2,312141724;4,489976296;43;5;6,77;4,08;0,293531631;0,025549615;0,23659845;5,83E-11;2013
training;Hallmann;URD2;2013;100;124;112;6,879969;51,139682;36,9241333;17,1;17,1;0;;12,23830749;13,6000002;0,544000008;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,431699968;24,45666703;1;1;0;5;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,584820348;2,704915242;2,41187123;2,736687928;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;125;132;128,5;6,879969;51,139682;36,9241333;17,4;17,4;0;;13,86545745;22,30000033;2,787500042;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,757290306;-24,01000036;0;0;1;1;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;2,247269544;1,540137024;0,818319913;5,690442774;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;133;141;137;6,879969;51,139682;36,9241333;14,1;14,1;0;;12,10226305;33,4000005;3,711111166;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,757290306;-24,01000036;0;2;2;1;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;2,247269544;1,540137024;0,818319913;5,690442774;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;142;149;145,5;6,879969;51,139682;36,9241333;18,8;18,8;0;;10,14420754;36,00000054;4,500000067;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,757290306;-24,01000036;0;3;2;1;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;2,247269544;1,540137024;0,818319913;5,690442774;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;150;159;154,5;6,879969;51,139682;36,9241333;19,2;19,2;0;;15,50170742;1,100000016;0,110000002;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,653111074;3,023333378;0;1;0;4;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,452508312;2,895941051;1,401031589;3,418761482;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;160;166;163;6,879969;51,139682;36,9241333;5,7;5,7;0;;16,47527882;9,600000143;1,371428592;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,653111074;3,023333378;0;1;0;4;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,452508312;2,895941051;1,401031589;3,418761482;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;167;182;174,5;6,879969;51,139682;36,9241333;20,7;20,7;0;;17,05670738;42,10000063;2,631250039;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,653111074;3,023333378;1;2;1;2;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,452508312;2,895941051;1,401031589;3,418761482;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;183;200;191,5;6,879969;51,139682;36,9241333;47,3;47,3;0;;19,438374;19,10000028;1,061111127;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,481279537;43,64000065;0;0;0;4;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,548154686;2,432251088;2,532311043;3,282903451;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;201;207;204;6,879969;51,139682;36,9241333;22,5;22,5;0;;22,70527869;7,200000107;1,028571444;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,481279537;43,64000065;1;0;0;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,548154686;2,432251088;2,532311043;3,282903451;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;208;214;211;6,879969;51,139682;36,9241333;37,5;37,5;0;;22,8695644;7,700000115;1,100000016;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-1,481279537;43,64000065;1;0;0;2;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,548154686;2,432251088;2,532311043;3,282903451;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;215;222;218,5;6,879969;51,139682;36,9241333;27,4;27,4;0;;20,33045731;2,100000031;0,262500004;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,706322565;-44,37333399;0;0;0;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;1,950077427;1,119720988;0,406577528;5,172540238;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;223;229;226;6,879969;51,139682;36,9241333;20,7;20,7;0;;18,0695645;2,400000036;0,342857148;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,706322565;-44,37333399;0;1;0;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;1,950077427;1,119720988;0,406577528;5,172540238;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;230;236;233;6,879969;51,139682;36,9241333;9,3;9,3;0;;18,36527878;17,50000026;2,500000037;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,706322565;-44,37333399;0;1;0;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;1,950077427;1,119720988;0,406577528;5,172540238;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;237;243;240;6,879969;51,139682;36,9241333;11,2;11,2;0;;17,4252788;11,10000017;1,585714309;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;0,706322565;-44,37333399;0;0;0;2;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;1,950077427;1,119720988;0,406577528;5,172540238;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;244;248;246;6,879969;51,139682;36,9241333;9,1;9,1;0;;18,75070734;0;0;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-0,936655535;-21,22333365;1;0;0;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,597110015;2,17483797;0,76961025;4,183717171;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;249;257;253;6,879969;51,139682;36,9241333;5,9;5,9;0;;15,83226297;66,60000099;7,40000011;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-0,936655535;-21,22333365;0;1;3;0;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,597110015;2,17483797;0,76961025;4,183717171;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;258;271;264,5;6,879969;51,139682;36,9241333;2,1;2,1;0;;13,2902789;19,30000029;1,378571449;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-0,936655535;-21,22333365;0;1;0;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;0,597110015;2,17483797;0,76961025;4,183717171;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;URD2;2013;272;286;279;6,879969;51,139682;36,9241333;1,5;1,5;0;;11,68737417;25,40000038;1,693333359;-1,236699972;-28,64333376;-1,431699968;24,45666703;-1,496870068;-8,03600012;-0,528903214;9,343333473;0;2;1;3;1;3;0;4;0,584820348;2,704915242;2,41187123;2,736687928;2;4;3;10;1,40985557;1,992402156;2,312141724;4,489976296;37;5;6,73;4;0,47841342;0,290056587;5,83E-11;5,83E-11;2013
training;Hallmann;ORS1;2014;101;115;108;6,596584;51,567346;22,48432541;11,5;11,5;0;;11,9024556;8,800000131;0,586666675;2,03555551;14,95000022;-1,435111079;-27,55000041;1,625010989;-18,55133361;-1,435111079;-27,55000041;1;0;0;4;2;0;2;3;1,151397266;3,311244539;0,478247505;5,076124842;3;0;2;9;1,151397266;3,311244539;0,478247505;5,076124842;16;0;6,5;3,75;0,800085967;0,049486982;0,073191699;5,83E-11;2014
training;Hallmann;ORS1;2014;116;134;125;6,596584;51,567346;22,48432541;19;19;0;;11,91943806;113,2000017;5,957894826;2,03555551;14,95000022;-1,435111079;-27,55000041;1,625010989;-18,55133361;-2,205215004;12,84000019;0;1;4;1;2;0;2;3;1,151397266;3,311244539;0,478247505;5,076124842;3;0;2;9;0,507814484;3,118400192;1,846662623;4,190853055;16;0;6,5;3,75;0,800085967;0,049486982;0,073191699;5,83E-11;2014
training;Hallmann;ORS1;2014;135;150;142,5;6,596584;51,567346;22,48432541;18,9;18,9;0;;15,32874719;37,40000056;2,337500035;2,03555551;14,95000022;-1,435111079;-27,55000041;1,625010989;-18,55133361;-2,205215004;12,84000019;1;1;1;3;2;0;2;3;1,151397266;3,311244539;0,478247505;5,076124842;3;0;2;9;0,507814484;3,118400192;1,846662623;4,190853055;16;0;6,5;3,75;0,800085967;0,049486982;0,073191699;5,83E-11;2014
training;Hallmann;ORS1;2014;151;160;155,5;6,596584;51,567346;22,48432541;20,9;20,9;0;;17,43812214;34,00000051;3,400000051;2,03555551;14,95000022;-1,435111079;-27,55000041;1,625010989;-18,55133361;-0,9862222;-16,10666691;1;0;1;3;2;0;2;3;1,151397266;3,311244539;0,478247505;5,076124842;3;0;2;9;1,611011898;2,898260084;1,034646162;5,133449428;16;0;6,5;3,75;0,800085967;0,049486982;0,073191699;5,83E-11;2014
training;Hallmann;ORS1;2014;161;179;170;6,596584;51,567346;22,48432541;40;40;0;;16,44891164;30,00000045;1,578947392;2,03555551;14,95000022;-1,435111079;-27,55000041;1,625010989;-18,55133361;-0,9862222;-16,10666691;0;1;0;3;2;0;2;3;1,151397266;3,311244539;0,478247505;5,076124842;3;0;2;9;1,611011898;2,898260084;1,034646162;5,133449428;16;0;6,5;3,75;0,800085967;0,049486982;0,073191699;5,83E-11;2014
training;Hallmann;ORS1;2014;180;189;184,5;6,596584;51,567346;22,48432541;20,8;20,8;0;;17,43912214;52,80000079;5,280000079;2,03555551;14,95000022;-1,435111079;-27,55000041;1,625010989;-18,55133361;0,661053749;-44,22000066;0;2;3;2;2;0;2;3;1,151397266;3,311244539;0,478247505;5,076124842;3;0;2;9;1,284326694;0,920028784;0,462234456;5,32129451;16;0;6,5;3,75;0,800085967;0,049486982;0,073191699;5,83E-11;2014
training;Hallmann;ORS1;2014;190;204;197;6,596584;51,567346;22,48432541;37,8;37,8;0;;21,09912206;39,80000059;2,653333373;2,03555551;14,95000022;-1,435111079;-27,55000041;1,625010989;-18,55133361;0,661053749;-44,22000066;1;0;1;3;2;0;2;3;1,151397266;3,311244539;0,478247505;5,076124842;3;0;2;9;1,284326694;0,920028784;0,462234456;5,32129451;16;0;6,5;3,75;0,800085967;0,049486982;0,073191699;5,83E-11;2014
training;Hallmann;ORS1;2014;205;220;212,5;6,596584;51,567346;22,48432541;26,2;26,2;0;;20,27437208;49,20000073;3,075000046;2,03555551;14,95000022;-1,435111079;-27,55000041;1,625010989;-18,55133361;0,661053749;-44,22000066;0;0;2;4;2;0;2;3;1,151397266;3,311244539;0,478247505;5,076124842;3;0;2;9;1,284326694;0,920028784;0,462234456;5,32129451;16;0;6,5;3,75;0,800085967;0,049486982;0,073191699;5,83E-11;2014
training;Hallmann;ORS1;2014;221;240;230,5;6,596584;51,567346;22,48432541;11,8;11,8;0;;15,1136222;60,5000009;3,025000045;2,03555551;14,95000022;-1,435111079;-27,55000041;1,625010989;-18,55133361;0,209559135;-45,93333402;0;4;1;2;2;0;2;3;1,151397266;3,311244539;0,478247505;5,076124842;3;0;2;9;1,500031316;1,43655238;0,30672557;4,784785135;16;0;6,5;3,75;0,800085967;0,049486982;0,073191699;5,83E-11;2014
training;Hallmann;ORS1;2014;241;269;255;6,596584;51,567346;22,48432541;11,9;11,9;0;;16,05243252;28,10000042;0,968965532;2,03555551;14,95000022;-1,435111079;-27,55000041;1,625010989;-18,55133361;-0,485466656;41,13333395;1;1;0;5;2;0;2;3;1,151397266;3,311244539;0,478247505;5,076124842;3;0;2;9;1,03749323;2,331194757;2,382177135;3,312857819;16;0;6,5;3,75;0,800085967;0,049486982;0,073191699;5,83E-11;2014
training;Hallmann;ORS1;2014;270;289;279,5;6,596584;51,567346;22,48432541;5,7;5,7;0;;14,9576222;40,80000061;2,04000003;2,03555551;14,95000022;-1,435111079;-27,55000041;1,625010989;-18,55133361;1,248247284;-6,816666768;2;0;1;3;2;0;2;3;1,151397266;3,311244539;0,478247505;5,076124842;3;0;2;9;2,159577378;0,868925499;1,396938864;5,293930227;16;0;6,5;3,75;0,800085967;0,049486982;0,073191699;5,83E-11;2014
training;Hallmann;ORS1;2014;290;305;297,5;6,596584;51,567346;22,48432541;2,2;2,2;0;;12,73124725;22,80000034;1,425000021;2,03555551;14,95000022;-1,435111079;-27,55000041;1,625010989;-18,55133361;1,248247284;-6,816666768;2;0;0;3;2;0;2;3;1,151397266;3,311244539;0,478247505;5,076124842;3;0;2;9;2,159577378;0,868925499;1,396938864;5,293930227;16;0;6,5;3,75;0,800085967;0,049486982;0,073191699;5,83E-11;2014
training;Hallmann;BIS3;2013;103;125;114;6,485721;51,651861;17,30722809;13,9;13,9;0;;11,98662478;9,100000136;0,39565218;-1,363633303;-17,19000026;-1,535299966;17,81000027;-1,456928355;-13,98266688;-1,535299966;17,81000027;1;1;0;5;1;3;1;5;0,398357178;2,610465443;2,543166915;3,201920096;2;3;2;8;0,398357178;2,610465443;2,543166915;3,201920096;87;1;6,38;4,38;0,300123317;0,316068687;0,056605999;0,01842141;2013
training;Hallmann;BIS3;2013;126;152;139;6,485721;51,651861;17,30722809;32,1;32,1;0;;12,05664088;59,00000088;2,185185218;-1,363633303;-17,19000026;-1,535299966;17,81000027;-1,456928355;-13,98266688;1,021741913;-9,516666808;0;3;1;4;1;3;1;5;0,398357178;2,610465443;2,543166915;3,201920096;2;3;2;8;2,383996642;1,514750748;1,190946611;5,670287895;87;1;6,38;4,38;0,300123317;0,316068687;0,056605999;0,01842141;2013
training;Hallmann;BIS3;2013;153;168;160,5;6,485721;51,651861;17,30722809;41;41;0;;16,38610837;4,900000073;0,306250005;-1,363633303;-17,19000026;-1,535299966;17,81000027;-1,456928355;-13,98266688;-1,579833298;66,22666765;1;1;0;5;1;3;1;5;0,398357178;2,610465443;2,543166915;3,201920096;2;3;2;8;0,595548698;2,857653142;2,167893517;3,423725734;87;1;6,38;4,38;0,300123317;0,316068687;0,056605999;0,01842141;2013
training;Hallmann;BIS3;2013;169;187;178;6,485721;51,651861;17,30722809;32,9;32,9;0;;17,04081231;51,40000077;2,705263198;-1,363633303;-17,19000026;-1,535299966;17,81000027;-1,456928355;-13,98266688;-1,579833298;66,22666765;1;2;1;2;1;3;1;5;0,398357178;2,610465443;2,543166915;3,201920096;2;3;2;8;0,595548698;2,857653142;2,167893517;3,423725734;87;1;6,38;4,38;0,300123317;0,316068687;0,056605999;0,01842141;2013
